,Life expectancy,Adult Mortality,Alcohol,Hepatitis B,Measles,BMI,under-five deaths,Polio,Total expenditure,Diphtheria,HIV/AIDS,GDP,Population,thinness 1-19 years,Schooling,Status_Encoded
2576,73.5,162.0,5.92,98.0,7790,25.7,13,99.0,3.92,99.0,0.3,4378.68746,6654576.0,8.5,12.9,0
2575,73.7,16.0,5.88,98.0,6071,26.8,12,99.0,4.11,99.0,0.3,4212.5492,66881867.0,8.3,13.0,0
2574,73.9,158.0,5.95,98.0,2583,27.9,12,99.0,3.81,99.0,0.2,575.32176,672888.0,8.2,13.1,0
2573,74.1,155.0,6.07,98.0,3156,29.0,11,99.0,4.12,99.0,0.2,5491.159981,675313.0,8.1,13.3,0
2571,74.5,153.0,6.5,99.0,2641,31.3,10,99.0,4.0,99.0,0.1,6171.262444,6814365.0,7.9,13.6,0
2570,74.6,152.0,6.41,99.0,0,32.4,10,99.0,4.12,99.0,0.1,5941.8471,68416772.0,7.8,13.6,0
2569,74.9,148.0,6.41,99.0,154,33.6,9,99.0,4.12,99.0,0.1,5814.863134,686576.0,7.7,13.6,0
2600,72.6,125.0,2.86,91.0,36,52.7,0,96.0,8.52,95.0,0.1,1228.829749,1396923.0,2.8,11.7,0
2599,73.1,126.0,3.27,91.0,27,53.2,0,91.0,8.18,91.0,0.1,1228.829749,1396923.0,2.8,11.8,0
2598,72.8,128.0,2.53,91.0,19,53.6,0,97.0,9.1,96.0,0.1,1228.829749,1396923.0,2.7,11.9,0
2597,73.2,126.0,2.4,91.0,18,54.1,0,96.0,9.17,96.0,0.1,1228.829749,1396923.0,2.7,11.9,0
2596,73.5,12.0,2.07,91.0,9,54.5,0,95.0,8.64,94.0,0.1,1228.829749,1396923.0,2.6,11.9,0
2595,73.6,12.0,1.75,53.0,5,54.9,0,98.0,7.95,97.0,0.1,1228.829749,1396923.0,2.5,11.9,0
2594,73.7,122.0,1.74,89.0,3,55.4,0,92.0,7.61,93.0,0.1,1228.829749,1396923.0,2.5,12.1,0
2593,73.5,12.0,1.75,96.0,1,55.9,0,96.0,6.9,95.0,0.1,1228.829749,1396923.0,2.4,12.2,0
2592,74.2,111.0,1.72,97.0,27,56.4,0,96.0,6.85,95.0,0.1,1228.829749,1396923.0,2.4,12.2,0
2591,74.4,111.0,1.77,95.0,5,56.9,0,96.0,6.74,96.0,0.1,1228.829749,1396923.0,2.3,13.0,0
2590,74.7,18.0,1.47,9.0,217,57.4,0,95.0,6.83,95.0,0.1,1228.829749,1396923.0,2.3,13.0,0
2589,74.9,17.0,1.16,96.0,701,57.9,0,97.0,6.61,96.0,0.1,1228.829749,1396923.0,2.2,12.9,0
2588,75.1,15.0,1.23,98.0,7,58.5,0,97.0,6.76,95.0,0.1,1228.829749,1396923.0,2.2,12.9,0
2587,75.3,14.0,1.03,97.0,4,59.1,0,98.0,6.7,98.0,0.1,1228.829749,1396923.0,2.2,12.9,0
2586,75.5,12.0,1.13,97.0,116,59.7,0,96.0,6.48,95.0,0.1,1228.829749,1396923.0,2.2,12.9,0
2585,75.7,12.0,1.13,92.0,1,6.3,0,92.0,6.48,91.0,0.1,1228.829749,1396923.0,2.1,12.9,0
2616,58.7,276.0,0.5,91.0,0,11.9,4,38.0,3.26,54.0,0.1,422.28633,87167.0,12.2,0.0,0
2615,59.4,269.0,0.5,91.0,0,12.3,4,38.0,3.75,54.0,0.1,56.4249869,892531.0,12.1,9.8,0
2614,62.0,261.0,0.48,91.0,0,12.6,4,38.0,3.89,54.0,0.1,48.61552,923825.0,12.1,9.8,0
2613,61.0,25.0,0.44,91.0,94,12.9,4,55.0,2.48,55.0,0.1,471.4565823,96852.0,12.1,9.8,0
2612,62.3,229.0,0.38,91.0,41,13.2,3,57.0,1.31,57.0,0.1,467.5438297,996698.0,12.0,10.2,0
2611,63.7,26.0,0.36,91.0,203,13.5,3,55.0,1.5,55.0,0.1,478.331859,126484.0,12.0,10.6,0
2610,64.9,186.0,0.04,91.0,90,13.9,3,62.0,0.65,63.0,0.1,441.53226,148621.0,11.9,11.0,0
2609,65.8,173.0,0.05,91.0,0,14.2,3,9.0,0.37,9.0,0.1,524.8959363,164973.0,11.8,11.3,0
2608,66.2,168.0,0.06,79.0,0,14.7,3,79.0,0.74,79.0,0.1,643.71911,17811.0,11.7,11.7,0
2607,66.6,165.0,0.09,72.0,10,15.1,3,78.0,1.2,72.0,0.1,757.3114436,19221.0,11.6,12.1,0
2606,66.9,163.0,0.1,72.0,50,15.5,3,72.0,0.92,72.0,0.1,849.8626972,119591.0,11.5,12.4,0
2605,67.2,161.0,0.5,67.0,763,15.8,3,66.0,0.76,67.0,0.1,114.56179,1131523.0,11.3,12.5,0
2604,67.4,159.0,0.01,83.0,16,16.2,2,83.0,1.1,83.0,0.1,1117.77724,115676.0,11.2,12.5,0
2603,67.7,158.0,0.01,82.0,4,16.6,2,82.0,1.29,82.0,0.1,117.765674,1184366.0,11.1,12.5,0
2602,68.0,155.0,0.01,77.0,47,17.0,2,76.0,1.48,77.0,0.1,1153.51578,1212814.0,1.9,12.5,0
2601,68.3,152.0,0.01,76.0,43,17.4,2,75.0,1.48,76.0,0.1,1161.76935,124977.0,1.9,12.5,0
2632,54.6,339.0,1.1,91.0,3578,16.6,22,63.0,4.35,64.0,5.1,26.3932935,497367.0,9.4,9.3,0
2631,54.6,345.0,0.95,91.0,1833,17.1,22,51.0,4.29,9.0,5.3,26.6394652,511177.0,9.2,9.4,0
2630,54.7,351.0,1.0,91.0,363,17.5,22,58.0,4.7,59.0,5.3,28.832123,5251472.0,9.0,9.7,0
2629,54.7,355.0,1.02,91.0,295,17.9,22,72.0,5.0,72.0,5.2,31.437144,539141.0,8.8,9.9,0
2628,54.9,355.0,1.01,91.0,61,18.4,22,71.0,5.6,71.0,5.1,349.9937253,5534598.0,8.6,10.0,0
2627,55.0,357.0,1.14,91.0,38,18.9,22,9.0,5.17,82.0,5.0,372.1721837,5683268.0,8.4,10.1,0
2626,55.7,345.0,1.37,91.0,26,19.3,22,85.0,5.56,84.0,5.0,377.33629,5837792.0,8.1,10.2,0
2625,55.9,344.0,1.37,91.0,8,19.8,22,72.0,5.55,82.0,5.1,42.764743,5997385.0,7.9,10.6,0
2622,57.4,323.0,1.21,83.0,120,21.4,21,83.0,5.37,83.0,3.8,487.9238913,652952.0,7.3,11.0,0
2621,58.3,34.0,1.44,85.0,187,22.0,21,85.0,5.21,85.0,2.6,562.3393592,6679282.0,7.1,11.5,0
2620,58.9,294.0,0.01,84.0,238,22.6,21,84.0,5.11,84.0,1.7,563.6894247,6859482.0,7.0,12.0,0
2619,59.4,287.0,0.01,84.0,564,23.1,20,84.0,5.12,84.0,1.5,579.43485,742948.0,6.8,12.0,0
2618,59.7,285.0,0.01,87.0,577,23.7,20,85.0,5.25,87.0,1.0,62.1318489,7228915.0,6.6,12.0,0
2617,59.9,287.0,0.01,88.0,20,24.3,20,88.0,5.25,88.0,1.0,551.138346,741682.0,6.5,12.0,0
2648,71.6,158.0,1.24,93.0,0,65.5,0,91.0,4.75,91.0,0.1,263.27236,9882.0,0.1,13.7,0
2647,71.8,157.0,1.35,91.0,4,66.2,0,91.0,5.66,89.0,0.1,1837.977391,98611.0,0.1,13.2,0
2646,71.9,155.0,1.51,88.0,0,67.0,0,85.0,5.3,84.0,0.1,1842.44421,99184.0,0.1,13.5,0
2645,72.0,153.0,1.79,85.0,0,67.8,0,91.0,5.9,9.0,0.1,229.714718,99789.0,0.1,13.7,0
2644,72.2,151.0,1.8,9.0,0,68.6,0,91.0,4.87,9.0,0.1,2284.37858,146.0,0.1,14.6,0
2643,72.3,15.0,1.57,89.0,0,69.4,0,9.0,6.52,89.0,0.1,2594.74999,1141.0,0.1,14.6,0
2642,72.4,148.0,1.79,89.0,0,7.1,0,89.0,5.61,88.0,0.1,2892.522663,11689.0,0.1,14.6,0
2641,72.5,146.0,2.05,87.0,0,7.8,0,88.0,5.82,87.0,0.1,2932.315883,12357.0,0.1,14.5,0
2640,72.6,145.0,1.1,84.0,0,71.5,0,88.0,5.13,86.0,0.1,3392.64743,135.0,0.1,14.5,0
2639,72.5,147.0,1.08,84.0,0,72.1,0,86.0,4.67,84.0,0.1,37.846563,1364.0,0.1,14.5,0
2638,72.8,142.0,1.24,82.0,0,72.7,0,84.0,4.59,82.0,0.1,3547.59975,14137.0,0.1,14.4,0
2637,72.9,14.0,0.96,82.0,0,73.3,0,84.0,4.6,82.0,0.1,445.18866,14577.0,0.1,14.4,0
2636,73.0,138.0,0.01,77.0,0,73.8,0,79.0,4.51,77.0,0.1,451.542462,14951.0,0.1,14.4,0
2635,73.2,137.0,0.01,82.0,0,74.3,0,84.0,4.98,82.0,0.1,4266.557174,15328.0,0.1,14.3,0
2634,73.3,135.0,0.01,9.0,0,74.8,0,82.0,5.18,9.0,0.1,4192.349758,15782.0,0.1,14.3,0
2633,73.5,133.0,0.01,78.0,0,75.2,0,9.0,5.18,78.0,0.1,493.775387,16364.0,0.1,14.3,0
2664,69.1,197.0,4.68,91.0,0,33.6,1,9.0,4.17,9.0,0.9,643.947262,1267984.0,6.7,11.7,0
2663,69.1,194.0,4.55,91.0,0,34.4,1,91.0,4.4,91.0,1.2,6935.721451,127238.0,6.6,11.8,0
2662,69.2,192.0,5.12,9.0,0,35.2,1,96.0,5.0,96.0,2.0,749.626612,1277837.0,6.5,11.9,0
2661,69.3,191.0,5.53,76.0,0,36.0,1,91.0,5.13,91.0,0.5,884.518666,128452.0,6.4,12.0,0
2660,69.4,19.0,5.82,94.0,0,36.8,0,94.0,5.22,94.0,1.0,129.51914,129535.0,6.3,12.2,0
2659,69.5,189.0,6.12,95.0,0,37.6,0,95.0,5.31,95.0,0.5,12323.1275,1296934.0,6.3,12.3,0
2658,69.6,188.0,6.35,89.0,0,38.4,0,89.0,4.49,92.0,0.6,1495.96337,133144.0,6.2,12.3,0
2657,69.7,187.0,6.37,89.0,0,39.3,0,9.0,4.82,88.0,0.7,1653.1844,13926.0,6.1,12.4,0
2655,71.0,183.0,6.37,9.0,0,41.1,0,9.0,6.47,9.0,0.2,1458.8796,1321618.0,6.0,12.5,0
2654,74.0,179.0,6.5,9.0,0,42.0,0,91.0,5.29,9.0,0.4,16683.94578,13281.0,5.9,12.5,0
2653,76.0,176.0,6.5,9.0,0,43.0,0,91.0,5.6,9.0,0.4,1953.9767,1334788.0,5.9,12.6,0
2652,78.0,174.0,6.7,92.0,0,44.0,0,91.0,5.78,92.0,0.4,19152.531,1341588.0,5.9,12.6,0
2651,71.0,172.0,6.71,92.0,0,45.0,0,94.0,5.98,92.0,0.3,1967.83283,1348248.0,5.8,12.7,0
2650,71.1,171.0,6.94,92.0,0,46.0,0,94.0,5.93,92.0,0.3,19325.24283,1354493.0,5.8,12.7,0
2649,71.2,17.0,6.94,9.0,0,47.1,0,88.0,5.93,96.0,0.3,17321.83373,13692.0,5.7,12.7,0
2680,72.9,112.0,1.21,94.0,47,48.1,5,97.0,5.4,97.0,0.1,2213.91488,9699197.0,6.6,12.8,0
2679,73.2,11.0,1.19,94.0,231,48.9,5,98.0,5.29,98.0,0.1,2254.933126,978571.0,6.5,13.1,0
2678,73.5,19.0,1.17,93.0,98,49.7,5,96.0,5.32,96.0,0.1,2346.5937,9864326.0,6.5,13.3,0
2677,73.7,17.0,1.34,92.0,22,5.6,4,95.0,5.36,95.0,0.1,2761.969249,9939678.0,6.4,13.5,0
2676,74.0,15.0,1.36,96.0,1,51.4,4,97.0,5.63,97.0,0.1,3112.83529,11761.0,6.4,13.6,0
2675,74.2,14.0,1.37,97.0,15,52.2,4,98.0,5.57,98.0,0.1,3194.562243,112482.0,6.4,13.9,0
2674,74.4,12.0,1.46,99.0,3,53.1,4,99.0,5.64,99.0,0.1,3371.71231,1196136.0,6.3,14.2,0
2673,74.6,12.0,1.24,98.0,4,53.9,4,98.0,5.64,98.0,0.1,3778.184171,129887.0,6.3,14.3,0
2672,74.7,12.0,1.37,99.0,2,54.7,3,99.0,5.63,99.0,0.1,431.9326,147336.0,6.3,14.3,0
2671,74.7,12.0,1.4,99.0,1,55.6,3,99.0,6.18,99.0,0.1,4129.977335,1521834.0,6.3,14.4,0
2670,74.8,12.0,1.28,98.0,1,56.5,3,98.0,6.54,98.0,0.1,414.15177,1639931.0,6.3,14.4,0
2669,74.8,13.0,1.29,98.0,11,57.4,3,98.0,7.15,98.0,0.1,4256.91279,1761467.0,6.4,14.5,0
2668,74.9,13.0,1.3,97.0,48,58.3,3,97.0,7.18,97.0,0.1,4137.55421,1886668.0,6.4,14.6,0
2667,74.9,13.0,1.29,98.0,16,59.3,3,98.0,7.26,98.0,0.1,4199.47253,1114558.0,6.4,14.7,0
2666,75.1,12.0,1.39,98.0,15,6.2,3,98.0,7.0,98.0,0.1,4271.68172,1114398.0,6.5,14.7,0
2665,75.3,1.0,1.39,98.0,16,61.2,3,98.0,7.0,98.0,0.1,3828.91589,11273661.0,6.5,14.6,0
2696,74.0,143.0,1.54,71.0,10000,53.5,54,85.0,4.95,85.0,0.1,4316.553895,6324121.0,5.3,10.7,0
2695,78.0,14.0,1.49,77.0,10000,54.3,50,88.0,5.16,88.0,0.1,3119.63716,64191474.0,5.2,11.1,0
2694,71.2,138.0,1.47,72.0,7823,55.1,46,78.0,5.36,78.0,0.1,366.57,6514354.0,5.2,11.5,0
2693,71.6,135.0,1.42,68.0,5844,55.9,43,69.0,5.34,68.0,0.1,4718.51291,668583.0,5.1,11.9,0
2692,72.0,132.0,1.35,77.0,8927,56.8,39,85.0,5.37,85.0,0.1,64.72953,677855.0,5.1,12.0,0
2691,72.4,129.0,1.29,85.0,6200,57.6,36,9.0,5.45,9.0,0.1,7384.354661,679346.0,5.0,11.9,0
2690,72.8,126.0,1.29,82.0,34,58.5,34,9.0,5.81,9.0,0.1,834.869161,6876345.0,5.0,11.9,0
2689,73.2,124.0,1.26,96.0,3,59.3,31,96.0,6.4,96.0,0.1,979.49246,69597281.0,5.0,12.3,0
2688,73.5,121.0,1.39,92.0,0,6.2,29,96.0,6.7,96.0,0.1,185.68975,74432.0,5.0,12.5,0
2687,73.9,118.0,1.4,94.0,4,61.1,27,96.0,6.8,96.0,0.1,936.499911,71339185.0,4.9,12.5,0
2686,74.2,116.0,1.49,96.0,7,61.9,25,97.0,5.61,97.0,0.1,1672.5693,72326914.0,4.9,13.0,0
2685,74.5,114.0,1.53,96.0,111,62.8,23,97.0,5.29,97.0,0.1,11341.13395,7349455.0,4.9,13.8,0
2684,74.8,112.0,1.54,97.0,349,63.7,22,97.0,5.24,97.0,0.1,1172.3843,74569867.0,4.9,14.3,0
2683,75.2,19.0,1.41,97.0,7405,64.5,20,98.0,5.38,98.0,0.1,12542.93565,75787333.0,4.9,14.4,0
2682,75.5,17.0,1.45,96.0,565,65.3,19,96.0,5.41,96.0,0.1,12127.22522,773628.0,4.9,14.5,0
2681,75.8,16.0,1.45,97.0,342,66.1,18,97.0,5.41,97.0,0.1,1979.52569,78271472.0,4.9,14.5,0
2712,63.8,224.0,2.9,91.0,113,37.5,9,98.0,3.94,97.0,0.1,643.17518,4516131.0,3.6,0.0,0
2711,64.0,221.0,2.35,91.0,9,38.1,9,94.0,3.87,95.0,0.1,774.4763388,45648.0,3.6,10.2,0
2710,63.3,229.0,2.33,96.0,11,38.7,8,99.0,3.34,98.0,0.1,967.917468,4612.0,3.5,10.2,0
2709,63.4,231.0,2.88,97.0,1,39.4,8,66.0,3.85,83.0,0.1,1283.885977,4655741.0,3.5,10.3,0
2706,63.7,245.0,2.71,98.0,48,41.3,8,98.0,2.9,98.0,0.1,2136.66815,48115.0,3.3,10.4,0
2705,64.1,241.0,2.58,98.0,59,42.0,8,98.0,2.16,98.0,0.1,26.371428,487137.0,3.3,10.4,0
2704,64.5,235.0,2.4,96.0,0,42.7,8,96.0,1.93,96.0,0.1,394.467675,4935762.0,3.2,10.5,0
2703,65.6,215.0,2.35,97.0,0,43.4,8,97.0,1.88,96.0,0.1,436.459223,5795.0,3.2,10.5,0
2702,65.8,211.0,2.48,96.0,0,44.2,8,96.0,1.99,96.0,0.1,4439.23,58721.0,3.2,10.6,0
2701,65.6,217.0,2.55,97.0,0,45.0,8,97.0,1.98,97.0,0.1,5649.978486,517461.0,3.2,10.6,0
2700,65.6,22.0,2.75,98.0,0,45.9,8,98.0,1.96,97.0,0.1,6675.262954,5267839.0,3.2,10.7,0
2699,65.4,228.0,2.93,98.0,0,46.7,8,98.0,2.12,98.0,0.1,734.42525,5366277.0,3.2,10.7,0
2698,66.0,217.0,2.9,97.0,0,47.7,8,98.0,2.7,98.0,0.1,7962.365824,5466241.0,3.3,10.8,0
2697,66.3,215.0,2.9,99.0,0,48.6,7,99.0,2.7,99.0,0.1,6432.668768,5565284.0,3.3,10.8,0
2729,46.6,399.0,10.47,91.0,10000,13.0,191,55.0,6.77,52.0,8.6,257.63369,2439274.0,7.0,9.8,0
2728,47.7,399.0,10.57,91.0,10000,13.3,187,56.0,7.26,55.0,8.6,234.984775,24854892.0,6.9,10.8,0
2727,48.8,399.0,10.42,29.0,10000,13.6,181,57.0,7.78,57.0,8.6,24.2423229,2571848.0,6.8,11.0,0
2726,51.0,53.0,10.16,44.0,10000,13.9,173,57.0,7.54,59.0,8.6,237.9995917,2662482.0,6.7,11.5,0
2725,51.3,399.0,9.89,62.0,141,14.2,164,58.0,8.9,62.0,8.6,288.236949,27568436.0,6.6,11.6,0
2724,53.2,399.0,10.09,64.0,22,14.5,155,59.0,9.36,64.0,8.6,315.788227,2854394.0,6.5,10.9,0
2723,54.9,41.0,9.81,64.0,5736,14.8,145,62.0,9.86,64.0,8.6,336.4593923,2955662.0,6.4,10.6,0
2722,55.5,41.0,9.65,73.0,3776,15.2,137,9.0,9.76,73.0,8.4,41.858631,359487.0,6.3,10.3,0
2721,56.3,41.0,9.79,71.0,1319,15.6,130,69.0,9.1,71.0,8.2,449.6928183,31663896.0,6.2,10.6,0
2720,57.5,378.0,9.63,79.0,1601,15.9,124,78.0,8.43,79.0,8.1,647.17732,32771895.0,6.1,10.8,0
2719,58.4,362.0,10.03,9.0,1313,16.3,119,79.0,11.2,9.0,8.0,594.9972557,33915133.0,6.0,10.9,0
2718,59.3,347.0,10.22,82.0,3312,16.7,114,82.0,9.9,82.0,6.8,584.3962137,3593648.0,5.9,10.7,0
2717,60.0,339.0,0.01,78.0,2027,17.2,109,82.0,7.58,78.0,4.6,647.74741,3636796.0,5.8,10.0,0
2716,67.0,325.0,0.01,78.0,7878,17.6,103,82.0,7.47,78.0,4.0,662.492293,37553726.0,5.7,10.0,0
2715,61.5,38.0,0.01,78.0,314,18.1,97,82.0,7.22,78.0,3.2,719.172669,38833338.0,5.7,10.0,0
2714,62.3,291.0,0.01,78.0,478,18.5,93,82.0,7.22,78.0,3.1,693.8963829,414487.0,5.6,10.0,0
2745,67.5,257.0,4.49,9.0,817,54.8,8,99.0,5.59,99.0,0.7,635.789635,49175848.0,3.0,13.3,0
2744,67.7,253.0,4.31,9.0,10000,55.1,7,99.0,5.66,99.0,0.8,78.738243,48683865.0,2.9,13.2,0
2743,67.6,256.0,4.89,48.0,7587,55.4,7,99.0,6.25,99.0,0.9,879.475486,48225.0,2.9,13.9,0
2742,67.6,256.0,5.92,77.0,411,55.7,6,99.0,6.93,97.0,0.9,148.522488,4781295.0,2.8,14.3,0
2741,67.4,267.0,6.79,98.0,146,56.1,6,99.0,6.61,99.0,1.0,1367.352433,474516.0,2.7,14.6,0
2740,67.0,278.0,7.31,97.0,2392,56.4,6,95.0,6.41,96.0,0.9,1828.717626,471515.0,2.7,14.5,0
2739,67.7,267.0,7.99,96.0,10000,56.8,6,99.0,6.39,98.0,0.8,233.18831,4678775.0,2.6,14.7,0
2738,67.5,277.0,8.86,92.0,1005,57.2,6,98.0,6.36,98.0,0.7,368.68998,465935.0,2.5,14.8,0
2737,67.7,273.0,9.46,84.0,48,57.6,6,91.0,6.63,9.0,0.4,3891.37823,462582.0,2.5,14.9,0
2736,69.2,231.0,8.71,66.0,0,58.0,6,74.0,7.8,71.0,0.3,2545.48341,46533.0,2.5,14.9,0
2735,69.8,212.0,8.39,48.0,39,58.5,6,57.0,7.81,52.0,0.2,2965.142365,45877.0,2.4,14.9,0
2734,75.0,24.0,8.48,21.0,1333,59.0,5,54.0,6.98,9.0,0.2,3569.75727,45761.0,2.4,14.9,0
2733,77.0,25.0,8.44,46.0,10000,59.6,5,72.0,7.47,76.0,0.2,3855.42128,455933.0,2.4,15.1,0
2732,71.0,198.0,8.44,46.0,0,6.1,5,72.0,7.67,76.0,0.2,429.71554,454896.0,2.3,15.2,0
2731,78.0,23.0,8.06,22.0,0,6.7,5,45.0,7.1,23.0,0.2,314.658296,45271947.0,2.3,15.2,0
2730,71.3,195.0,8.06,22.0,105,61.3,5,51.0,7.1,23.0,0.2,2124.662666,4515429.0,2.3,15.3,0
2761,74.2,17.0,1.64,92.0,69,54.1,1,94.0,2.38,94.0,0.1,3371.26869,1396923.0,5.4,11.8,0
2760,74.5,14.0,1.67,92.0,30,55.0,1,94.0,2.48,94.0,0.1,3161.52935,1396923.0,5.3,12.0,0
2759,74.7,11.0,1.72,92.0,53,56.0,1,94.0,2.72,94.0,0.1,31311.35936,1396923.0,5.3,12.1,0
2758,74.9,98.0,1.74,92.0,42,56.8,1,94.0,2.65,94.0,0.1,3323.52318,1396923.0,5.2,12.3,0
2757,75.1,95.0,1.77,92.0,22,57.0,1,94.0,2.46,94.0,0.1,36161.1761,1396923.0,5.2,12.4,0
2756,75.3,92.0,1.79,92.0,29,56.6,1,94.0,2.32,94.0,0.1,39439.8197,1396923.0,5.1,12.6,0
2755,75.4,89.0,1.74,92.0,0,55.8,1,94.0,2.33,92.0,0.1,42372.22166,1396923.0,5.1,12.8,0
2754,75.6,87.0,1.69,92.0,0,55.1,1,94.0,2.57,92.0,0.1,42672.61323,1396923.0,5.1,12.9,0
2753,75.8,85.0,1.86,92.0,55,54.8,1,94.0,2.93,92.0,0.1,45758.9554,1396923.0,5.1,13.1,0
2752,76.0,84.0,1.73,93.0,0,55.1,1,94.0,4.5,93.0,0.1,3372.57517,1396923.0,5.1,13.2,0
2751,76.2,82.0,1.69,94.0,87,55.8,1,94.0,3.93,94.0,0.1,3549.14832,1396923.0,5.1,13.3,0
2750,76.3,81.0,1.73,95.0,0,57.1,1,95.0,3.7,95.0,0.1,4462.3129,1396923.0,5.1,13.3,0
2749,76.5,8.0,1.75,96.0,132,58.6,1,96.0,3.45,96.0,0.1,42112.23565,1396923.0,5.1,13.3,0
2748,76.7,78.0,1.82,98.0,0,6.5,1,98.0,3.49,98.0,0.1,4335.64268,1396923.0,5.2,13.3,0
2747,76.9,77.0,1.91,99.0,344,62.4,1,99.0,3.64,99.0,0.1,44449.7435,1396923.0,5.2,13.3,0
2746,77.1,75.0,1.91,99.0,347,64.2,1,99.0,3.64,99.0,0.1,3911.74689,1396923.0,5.3,13.3,0
2777,77.8,89.0,10.59,95.0,104,57.5,5,91.0,6.94,91.0,0.1,13560.72386,1167660.0,0.7,15.8,1
2776,78.0,88.0,10.91,95.0,73,58.2,4,91.0,7.31,91.0,0.1,13560.72386,1167660.0,0.7,15.8,1
2775,78.2,87.0,11.44,95.0,314,58.8,4,91.0,7.57,91.0,0.1,13560.72386,1167660.0,0.7,15.8,1
2774,78.3,86.0,11.85,95.0,460,59.5,4,91.0,7.81,91.0,0.1,13560.72386,1167660.0,0.7,15.8,1
2773,78.8,83.0,12.22,95.0,189,6.1,4,92.0,7.98,92.0,0.1,13560.72386,1167660.0,0.7,15.8,1
2772,79.0,82.0,12.05,95.0,79,6.7,4,91.0,8.24,91.0,0.1,13560.72386,1167660.0,0.7,15.8,1
2771,79.3,82.0,11.61,95.0,764,61.3,4,92.0,8.36,92.0,0.1,13560.72386,1167660.0,0.7,15.8,1
2770,79.5,8.0,11.84,95.0,1022,61.9,4,92.0,8.42,92.0,0.1,13560.72386,1167660.0,0.7,15.8,1
2769,79.6,8.0,11.47,95.0,1445,62.5,4,92.0,8.85,92.0,0.1,13560.72386,1167660.0,0.8,15.8,1
2768,81.0,78.0,10.79,95.0,1212,63.1,4,93.0,9.81,93.0,0.1,13560.72386,1167660.0,0.8,15.8,1
2767,82.0,77.0,10.88,95.0,443,63.6,4,94.0,9.51,94.0,0.1,13560.72386,1167660.0,0.8,15.8,1
2766,86.0,74.0,10.68,95.0,1112,64.2,4,95.0,9.34,95.0,0.1,13560.72386,1167660.0,0.8,15.8,1
2765,86.0,72.0,10.42,95.0,2092,64.8,4,95.0,9.41,95.0,0.1,13560.72386,1167660.0,0.8,15.8,1
2764,87.0,72.0,10.32,95.0,1919,65.4,4,95.0,9.34,95.0,0.1,13560.72386,1167660.0,0.8,15.8,1
2763,81.0,71.0,10.37,95.0,133,66.0,4,95.0,9.12,95.0,0.1,13560.72386,1167660.0,0.8,15.8,1
2762,81.2,69.0,10.66,95.0,91,66.6,4,96.0,9.12,96.0,0.1,13560.72386,1167660.0,0.8,15.8,1
2793,49.2,399.0,3.89,91.0,10000,16.0,181,64.0,2.64,79.0,8.6,1228.829749,1396923.0,8.3,11.7,0
2792,49.6,46.0,4.09,91.0,10000,16.4,173,65.0,3.28,87.0,8.6,1228.829749,1396923.0,8.2,11.7,0
2791,52.0,46.0,3.37,89.0,5131,16.8,166,91.0,3.59,89.0,8.6,1228.829749,1396923.0,8.0,11.7,0
2790,58.0,399.0,2.34,95.0,1673,17.2,160,97.0,4.6,95.0,8.6,1228.829749,1396923.0,7.9,11.7,0
2789,51.5,399.0,3.81,95.0,1419,17.7,154,95.0,4.1,95.0,8.6,1228.829749,1396923.0,7.8,11.7,0
2788,52.2,399.0,3.94,9.0,23,18.1,149,91.0,4.66,9.0,8.6,1228.829749,1396923.0,7.7,11.7,0
2787,53.1,399.0,4.07,9.0,2362,18.6,145,91.0,6.86,9.0,8.6,1228.829749,1396923.0,7.6,11.7,0
2786,54.5,399.0,4.4,83.0,7726,19.1,141,88.0,4.72,83.0,8.5,1228.829749,1396923.0,7.5,11.7,0
2785,56.2,376.0,3.44,86.0,3413,19.6,138,89.0,4.21,86.0,7.4,1228.829749,1396923.0,7.3,11.7,0
2782,58.3,348.0,4.04,9.0,1622,21.3,128,88.0,5.72,9.0,3.1,1228.829749,1396923.0,7.0,11.7,0
2781,58.6,348.0,3.98,92.0,1668,21.9,126,9.0,5.72,92.0,2.4,1228.829749,1396923.0,6.9,11.7,0
2780,59.7,323.0,4.2,91.0,185,22.5,124,91.0,5.57,91.0,2.1,1228.829749,1396923.0,6.8,11.7,0
2779,67.0,34.0,0.01,97.0,88,23.2,121,97.0,5.58,97.0,1.4,1228.829749,1396923.0,6.8,11.7,0
2778,61.8,279.0,0.01,98.0,30,23.8,119,96.0,5.58,98.0,1.4,1228.829749,1396923.0,6.7,11.7,0
2809,76.8,114.0,8.21,9.0,85,6.1,33,9.0,13.7,94.0,0.1,13560.72386,1167660.0,0.8,15.8,1
2808,76.9,115.0,8.25,89.0,116,6.9,33,89.0,13.73,94.0,0.1,13560.72386,1167660.0,0.8,15.8,1
2807,77.0,115.0,8.33,88.0,41,61.7,33,9.0,14.55,94.0,0.1,13560.72386,1167660.0,0.8,15.8,1
2806,77.2,114.0,8.4,92.0,56,62.4,33,91.0,15.6,96.0,0.1,13560.72386,1167660.0,0.7,15.8,1
2805,77.5,111.0,8.48,92.0,37,63.1,33,92.0,15.14,96.0,0.1,13560.72386,1167660.0,0.7,15.8,1
2804,77.5,112.0,8.52,93.0,66,63.8,33,92.0,15.15,96.0,0.1,13560.72386,1167660.0,0.7,15.8,1
2803,77.8,113.0,8.63,93.0,55,64.4,33,93.0,15.27,96.0,0.1,13560.72386,1167660.0,0.7,15.8,1
